song_name,artist,location_at_chart,year_of_billboard,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
more than my hometown,morgan wallen,96,2020,5OELUCYgOHKFAvCERnAvfS,0.62,0.8690000000000001,6,-5.479,1,0.0462,0.615,0.0,0.131,0.597,126.019,216573,4
lovin' on you,luke combs,97,2020,0nYvjcSlCgjcwogQAwIwNp,0.5720000000000001,0.949,4,-4.865,1,0.06,0.00165,0.000195,0.163,0.53,118.974,194867,4
said sum,moneybagg yo,98,2020,3sKz6Sd72K0ofPWcJPPk6H,0.929,0.667,8,-6.789,0,0.353,0.0185,0.0,0.1,0.274,126.998,155168,4
slide,h.e.r. featuring yg,99,2020,0nnwn7LWHCAu09jfuH1xTA,0.395,0.843,8,-4.476,1,0.0374,0.00483,0.0,0.0404,0.481,112.423,212067,4
walk em down,nle choppa featuring roddy ricch,100,2020,1UsQe17Ef7tV1ahFqHEFR3,0.521,0.526,1,-8.691,1,0.276,0.131,0.0005769999999999999,0.173,0.179,161.571,310960,4
old town road,lil nas x featuring billy ray cyrus,1,2019,2YpeDb67231RjR0MgVLzsG,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067,4
sunflower (spider-man: into the spider-verse),post malone & swae lee,2,2019,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,4
without me,halsey,3,2019,7lQ8MOhq6IN2w8EYcFNSUk,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,290320,4
bad guy,billie eilish,4,2019,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
wow.,post malone,5,2019,7xQAfvXzm3AkraOtGPWIZg,0.8290000000000001,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,4
happier,marshmello & bastille,6,2019,4RVwu0g32PAqgUiJoXsdF8,0.332,0.225,0,-8.697000000000001,1,0.0348,0.767,0.00349,0.128,0.297,81.055,298899,3
7 rings,ariana grande,7,2019,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,178627,4
talk,khalid,8,2019,0oO1AbL92F6329z13C2qQH,0.698,0.763,4,-4.716,0,0.205,0.0873,0.0,0.647,0.252,139.939,174857,4
sicko mode,travis scott,9,2019,2xLMifQCjDGFmkHkpNLD9h,0.8340000000000001,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.00799999999995,312820,4
sucker,jonas brothers,10,2019,22vgEDb5hykfaTwLuskFGD,0.8420000000000001,0.7340000000000001,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,181027,4
high hopes,panic! at the disco,11,2019,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.6809999999999999,82.014,190947,4
"thank u, next",ariana grande,12,2019,3e9HZxeyfWwjeyPAMmWSSQ,0.7170000000000001,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,207320,4
truth hurts,lizzo,13,2019,3HWzoMvoF3TQfYg4UPszDq,0.715,0.624,4,-3.0460000000000003,0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,173325,4
dancing with a stranger,sam smith & normani,14,2019,2GxORO8SxyI2qSkKpF24Z6,0.741,0.52,8,-7.513,1,0.0656,0.447,1.97e-06,0.222,0.34700000000000003,102.998,171030,4
senorita,shawn mendes & camila cabello,15,2019,6v3KW9xbzN5yKLt9YKDYA2,0.759,0.5479999999999999,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.7490000000000001,116.967,190800,4
i don't care,ed sheeran & justin bieber,16,2019,6jHmP6QUAFU4NUCF0Nwphv,0.705,0.35,6,-8.126,1,0.0301,0.7929999999999999,0.0,0.108,0.643,94.059,238220,4
eastside,"benny blanco, halsey & khalid",17,2019,7FGq80cy8juXBCD2nrqdWU,0.632,0.6859999999999999,6,-7.665,0,0.243,0.5489999999999999,0.0,0.2,0.329,89.949,170770,4
going bad,meek mill featuring drake,18,2019,2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.00299999999999,180522,4
shallow,lady gaga & bradley cooper,19,2019,2VxeLyX666F8uXCJ0dZF8B,0.5720000000000001,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.32299999999999995,95.799,215733,4
better,khalid,20,2019,6zeeWid2sgw4lap2jV61PZ,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4
no guidance,chris brown featuring drake,21,2019,6XHVuErjQ4XNm6nDPVCxVX,0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,260640,4
girls like you,maroon 5 featuring cardi b,22,2019,421Y1KnVaq15mux4QmLJTU,0.581,0.6509999999999999,7,-4.064,1,0.0349,0.222,0.0,0.0939,0.182,94.059,181484,4
sweet but psycho,ava max,23,2019,7DnAm9FOTWE3cUvso43HhI,0.72,0.706,1,-4.7189999999999985,1,0.0473,0.0684,0.0,0.166,0.62,133.002,187436,4
suge,dababy,24,2019,2gwkD6igEhQbDQegRCcdoB,0.8759999999999999,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.8440000000000001,75.445,163320,4
middle child,j. cole,25,2019,2JvzF1RMd7lE3KmFlsyZD8,0.8370000000000001,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,213594,4
drip too hard,lil baby & gunna,26,2019,78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,145543,4
someone you loved,lewis capaldi,27,2019,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.6789999999999985,1,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,182161,4
ran$om,lil tecca,28,2019,1lOe9qE0vR9zwWQAOk6CoO,0.745,0.642,7,-6.2570000000000014,0,0.287,0.0204,0.0,0.0658,0.226,179.97400000000005,131240,4
if i can't have you,shawn mendes,29,2019,6LsAAHotRLMOHfCsSfYCsz,0.6920000000000001,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.8640000000000001,123.911,190800,4
goodbyes,post malone featuring young thug,30,2019,0t3ZvGKlmYmVsDzBJAXK8C,0.5479999999999999,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.06799999999996,174853,4
zeze,kodak black featuring travis scott & offset,31,2019,0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,8,-5.7879999999999985,0,0.17600000000000002,0.0521,0.0,0.0924,0.504,98.043,228760,4
better now,post malone,32,2019,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.8039999999999985,1,0.04,0.331,0.0,0.135,0.341,145.03799999999995,231267,4
youngblood,5 seconds of summer,33,2019,2iUXsYOEPhVqEBwsqP70rE,0.596,0.8540000000000001,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4
money in the grave,drake featuring rick ross,34,2019,5ry2OE6R2zPQFDO85XkgRb,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427,4
speechless,dan + shay,35,2019,3GJ4hzg4lrGwU51Y3VARbF,0.616,0.438,1,-5.968,1,0.0298,0.35600000000000004,0.0,0.24,0.386,135.929,213387,4
"break up with your girlfriend, i'm bored",ariana grande,36,2019,4kV4N9D1iKVxx1KLvtTpjS,0.726,0.5539999999999999,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.99900000000005,190440,4
please me,cardi b & bruno mars,37,2019,0PG9fbaaHFHfre2gUVo7AN,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.99200000000002,200890,4
money,cardi b,38,2019,2HbKqm4o0w5wEeEFXm2sD4,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,386907,4
you need to calm down,taylor swift,39,2019,6RRNNciQGZEXnqk8SQ9yv5,0.7709999999999999,0.6709999999999999,2,-5.617000000000001,1,0.0553,0.00929,0.0,0.0637,0.7140000000000001,85.02600000000002,171360,4
panini,lil nas x,40,2019,1000nHvUdawXuUHgBod4Wv,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.84799999999996,114893,4
look back at it,a boogie wit da hoodie,41,2019,3Ol2xnObFdKV9pmRD2t9x8,0.7909999999999999,0.5870000000000001,3,-5.075,0,0.0413,0.407,0.0,0.14800000000000002,0.536,96.057,179449,4
a lot,21 savage,42,2019,2t8yVaLvJ0RenpXUIAC52d,0.8370000000000001,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4
me!,taylor swift featuring brendon urie,43,2019,6Sq7ltF9Qa7SNFBsV5Cogx,0.911,0.7120000000000001,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567,4
mia,bad bunny featuring drake,44,2019,3gE4eQH3K83Sght0ZLvuBK,0.816,0.5379999999999999,6,-6.354,0,0.0617,0.0142,0.000496,0.099,0.156,97.054,210368,4
pop out,polo g featuring lil tjay,45,2019,0VOMBffX1llDu37yQUt3u3,0.474,0.5760000000000001,1,-6.962999999999999,1,0.257,0.00248,0.000309,0.174,0.285,157.947,195197,4
beautiful crazy,luke combs,46,2019,2rxQMGVafnNaRaXlRMWPde,0.551,0.402,11,-7.431,1,0.0262,0.6759999999999999,0.0,0.0928,0.382,103.313,193200,4
thotiana,blueface,47,2019,5GBuCHuPKx6UC7VsSPK0t3,0.906,0.382,10,-12.89,0,0.269,0.18,0.0,0.113,0.391,104.025,129264,4
lucid dreams,juice wrld,48,2019,285pBltuF7vW8TeWk8hdRR,0.511,0.5660000000000001,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.90299999999998,239836,4
mo bamba,sheck wes,49,2019,1xzBco0xcoJEDXktl7Jxrr,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4
beautiful people,ed sheeran featuring khalid,50,2019,4evmHXcjt3bTUHD1cvny97,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,197867,4
wake up in the sky,gucci mane x bruno mars x kodak black,51,2019,0QIjsbm2fh1cJ45XO9eGqq,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01,204665,4
whiskey glasses,morgan wallen,52,2019,6foY66mWZN0pSRjZ408c00,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347,4
god's country,blake shelton,53,2019,1dyxS3YzBbL0t8rEVwVQ1K,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,205107,4
be alright,dean lewis,54,2019,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,196373,4
pure water,mustard & migos,55,2019,3j84U36KvLeXNDPv4t5pI8,0.682,0.559,0,-5.545,1,0.127,0.174,0.0,0.344,0.137,202.015,192471,4
the git up,blanco brown,56,2019,2KKijf6Ett4kmVNJze2roh,0.847,0.678,9,-8.635,1,0.109,0.0669,0.0,0.274,0.811,97.984,200594,4
taki taki,"dj snake featuring selena gomez, ozuna & cardi b",57,2019,4w8niZpiMy6qz1mntFA5uM,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,4
close to me,ellie goulding x diplo featuring swae lee,58,2019,7ABE6G4uQxbNtYgVrpBBPA,0.725,0.524,11,-11.121,1,0.116,0.0748,0.764,0.0819,0.961,185.134,203267,4
envy me,calboy,59,2019,7rvyVWja33WG9R97oeJAjx,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,120133,4
you say,lauren daigle,60,2019,6Up545NUflOiXo8cEraH49,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,274693,4
"hey look ma, i made it",panic! at the disco,61,2019,22oEJW6r2rMb9z4IntfyEa,0.577,0.833,5,-3.337,1,0.0695,0.0137,0.0,0.121,0.58,107.936,169667,4
circles,post malone,62,2019,21jGcNKet2qwijlDFuPiPb,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
beer never broke my heart,luke combs,63,2019,7aEtlGHoiPAfRB084NiDmx,0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,186733,4
the london,"young thug, j. cole & travis scott",64,2019,7DcvwMAiqKJQD1rrdfxSDx,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,200107,4
con calma,daddy yankee & katy perry featuring snow,65,2019,1CTuL9eryCd5ENMS8BT4Z8,0.737,0.86,8,-2.652,0,0.0594,0.11,1.94e-06,0.0574,0.656,93.989,193227,4
murder on my mind,ynw melly,66,2019,7eBqSVxrzQZtK2mmgRG6lC,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434,4
when the party's over,billie eilish,67,2019,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077,4
act up,city girls,68,2019,3A2yGHWIzmGEIolwonU69h,0.938,0.638,8,-4.713,1,0.189,0.0167,0.0,0.111,0.313,97.075,158332,4
i like it,"cardi b, bad bunny & j balvin",69,2019,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,253390,4
trampoline,shaed,70,2019,0lsRatBUs9HNIZAmoGABzk,0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,184060,4
leave me alone,flipp dinero,71,2019,6V7g6qM8wheMivMWrzbPTM,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,195637,4
breathin,ariana grande,72,2019,4OafepJy2teCjYJbvFE60J,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,198160,4
bury a friend,billie eilish,73,2019,7o16MOMdMOPlgzIUNBHRNZ,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,193143,4
close friends,lil baby,74,2019,5nzhL67GpF9szXWg5y509A,0.676,0.578,10,-4.669,0,0.375,0.0509,0.0,0.0796,0.698,158.896,203881,4
baby shark,pinkfong,75,2019,5ygDXis42ncn6kYG14lEVG,0.829,0.886,8,-1.746,1,0.112,0.259,0.0,0.0559,0.777,115.056,80927,4
my type,saweetie,76,2019,5KBARWIxeMGkvUax9VtVC9,0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038,126446,4
worth it,yk osiris,77,2019,0PQoUlzP7ILdcrzpajHXc0,0.749,0.535,5,-4.054,0,0.0638,0.517,0.0,0.0942,0.459,124.008,189253,5
only human,jonas brothers,78,2019,0DiDStADDVh3SvAsoJAFMk,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,183000,4
knockin' boots,luke bryan,79,2019,6ERR6e7h6wCqGoz1TjiUJb,0.739,0.682,2,-3.728,1,0.205,0.129,0.0,0.328,0.634,131.983,199382,4
trip,ella mai,80,2019,6CTWathupIiDs7U4InHnDA,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,213993,4
rumor,lee brice,81,2019,56eGOeSsqdg3FLxdo83TwV,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,198440,4
swervin,a boogie wit da hoodie featuring 6ix9ine,82,2019,1wJRveJZLSb1rjhnUHQiv6,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,189487,4
how do you sleep?,sam smith,83,2019,6b2RcmUt1g9N9mQ3CbjX2Y,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,202205,5
baby,lil baby & dababy,84,2019,4MrfQL4TYQXJBlZYpAHTuE,0.469,0.196,0,-16.093,1,0.0571,0.882,0.0,0.0513,0.537,130.036,143733,3
look what god gave her,thomas rhett,85,2019,2KqJC0koTBUyDlsMt5ok1V,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,168960,4
good as you,kane brown,86,2019,19kUPdKTp85q9RZNwaXM15,0.626,0.516,8,-6.05,1,0.0388,0.4,0.0,0.142,0.769,153.653,192053,4
clout,offset featuring cardi b,87,2019,59ywHNwwchG4nZJMLyxSzd,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,205803,4
love lies,khalid & normani,88,2019,45Egmo7icyopuzJN0oMEdk,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955,201707,4
one thing right,marshmello & kane brown,89,2019,4hPpVbbakQNv8YTHYaOJP4,0.659,0.625,4,-2.253,1,0.045,0.0644,0.0,0.582,0.442,88.042,181824,4
cash shit,megan thee stallion featuring dababy,90,2019,2rMAtCaTj16NptyVfEIeAC,0.921,0.635,1,-4.904,1,0.416,0.0218,0.0,0.0946,0.549,130.028,192540,4
tequila,dan + shay,91,2019,42fw0rxRO2xbesF6mJfd4Y,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,196747,4
shotta flow,nle choppa,92,2019,5BJMeoCXXgbRAWfp6fTulr,0.894,0.511,2,-4.768,1,0.421,0.0251,0.0,0.14,0.567,120.077,176632,4
hot girl summer,"megan thee stallion, nicki minaj & ty dolla $ign",93,2019,5N1o6d8zGcSZSeMFkOUQOk,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,199427,4
talk you out of it,florida georgia line,94,2019,4qQwGRtGT7l6ckQtdPEFd4,0.651,0.708,4,-4.791,1,0.0376,0.582,0.0,0.0796,0.558,119.964,202920,4
beautiful,bazzi featuring camila cabello,95,2019,2rxQMGVafnNaRaXlRMWPde,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,193200,4
eyes on you,chase rice,96,2019,5AnSllIrgGsCZzZJkVnApx,0.606,0.652,9,-6.982,1,0.0281,0.323,0.0,0.201,0.476,97.155,182493,4
all to myself,dan + shay,97,2019,08tq1XcHwVt5PHXUo87i0D,0.646,0.781,1,-4.616,1,0.0313,0.208,0.0,0.125,0.565,94.975,169920,4
boyfriend,ariana grande & social house,98,2019,59CfNbkERJ3NoTXDvoURjj,0.345,0.612,7,-6.543,0,0.0608,0.232,0.0,0.194,0.232,179.773,153000,3
walk me home,p!nk,99,2019,7DHApOHsIFo7EyfieArYGE,0.652,0.453,1,-6.119,1,0.0445,0.0507,0.0,0.179,0.432,88.039,177391,3
robbery,juice wrld,100,2019,6iaSML1PIYq936g62BDtBq,0.623,0.692,2,-5.122,1,0.0504,0.328,0.0,0.153,0.566,79.899,240051,4
god's plan,drake,1,2018,6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4
perfect,ed sheeran,2,2018,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3
meant to be,bebe rexha & florida georgia line,3,2018,7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084,163870,4
havana,camila cabello featuring young thug,4,2018,1rfofaqEpACxVEHIZBJe6W,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4
rockstar,post malone featuring 21 savage,5,2018,0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,4
psycho,post malone featuring ty dolla $ign,6,2018,1eprzC29mwUQqcVj0eILdx,0.62,0.681,9,-4.915,1,0.356,0.0138,0.0,0.0248,0.741,160.743,162493,4
i like it,"cardi b, bad bunny & j balvin",7,2018,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,253390,4
the middle,"zedd, maren morris & grey",8,2018,6GG73Jik4jUlQCkKg9JuGO,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,165853,4
in my feelings,drake,9,2018,2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,4
girls like you,maroon 5 featuring cardi b,10,2018,421Y1KnVaq15mux4QmLJTU,0.581,0.651,7,-4.064,1,0.0349,0.222,0.0,0.0939,0.182,94.059,181484,4
nice for what,drake,11,2018,3CA9pLiwRIGtUBiMjbZmRw,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,210747,4
lucid dreams,juice wrld,12,2018,285pBltuF7vW8TeWk8hdRR,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,4
better now,post malone,13,2018,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267,4
finesse,bruno mars & cardi b,14,2018,2WP8G2pdddDmnh1xbfKBOI,0.807,0.319,0,-8.152,0,0.0581,0.133,0.000338,0.101,0.299,94.992,182080,4
boo'd up,ella mai,15,2018,0At2qAoaVjIwWNAqrscXli,0.561,0.779,10,-5.107,0,0.0531,0.0862,0.0,0.078,0.235,81.965,256064,4
new rules,dua lipa,16,2018,2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4
sad!,xxxtentacion,17,2018,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
never be the same,camila cabello,18,2018,4eWQlBRaTjPPUlzacqEeoQ,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,4
love lies,khalid & normani,19,2018,45Egmo7icyopuzJN0oMEdk,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955,201707,4
no tears left to cry,ariana grande,20,2018,2qT1uLXPVPzGgFOx4jtEuo,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920,4
mine,bazzi,21,2018,7uzmGiiJyRfuViKKK3lVmR,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064,4
thunder,imagine dragons,22,2018,1zB4vmk8tFRmM9UULNzbLB,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,4
look alive,blocboy jb featuring drake,23,2018,6HJ34Zyw6bg8yGm28AxLXf,0.918,0.58,10,-7.501,1,0.322,0.00108,6.12e-05,0.106,0.611,139.977,181415,4
delicate,taylor swift,24,2018,6NFyWDv5CjfwuzoCkw47Xf,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,4
yes indeed,lil baby & drake,25,2018,6vN77lE9LK6HP2DewaN6HZ,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,142273,4
friends,marshmello & anne-marie,26,2018,2jQiSYrwJehQAcuaaQrXnS,0.422,0.609,11,-6.361,0,0.0335,0.0114,4.76e-06,0.108,0.0911,107.34,230011,3
bad at love,halsey,27,2018,7y9iMe8SOB6z3NoHE2OfXl,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,181279,4
taste,tyga featuring offset,28,2018,05ib88vsMeLfwlAfrZyz99,0.626,0.623,6,-5.718,0,0.0653,0.0559,0.0,0.199,0.123,140.209,216120,4
let you down,nf,29,2018,52okn5MNA47tk87PeZJLEL,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,212120,4
no limit,g-eazy featuring a$ap rocky & cardi b,30,2018,2DQ1ITjI0YoLFzuADN1ZBW,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,245387,4
fefe,6ix9ine featuring nicki minaj & murda beatz,31,2018,1M6SuEJZJkZf2S419vIPkB,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.375,125.978,179405,4
tequila,dan + shay,32,2018,42fw0rxRO2xbesF6mJfd4Y,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,196747,4
feel it still,portugal. the man,33,2018,6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4
motorsport,"migos, nicki minaj & cardi b",34,2018,4wFjTWCunQFKtukqrNijEt,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,303077,4
i like me better,lauv,35,2018,0EcQcdcbQeVJn9fknj44Be,0.753,0.505,9,-7.621,1,0.255,0.534,2.58e-06,0.104,0.419,91.972,197437,4
youngblood,5 seconds of summer,36,2018,2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4
whatever it takes,imagine dragons,37,2018,6Qn5zhYkTa37e91HC1D7lb,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,201240,4
ric flair drip,offset & metro boomin,38,2018,7sO5G9EABYOXQKNPNiE9NR,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,172800,4
i fall apart,post malone,39,2018,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,4
pray for me,the weeknd & kendrick lamar,40,2018,6huNf4dutXRjJyGn7f5BPS,0.732,0.678,2,-4.977,1,0.0886,0.0867,2.41e-05,0.112,0.196,100.626,211421,4
back to you,selena gomez,41,2018,3K00Ib1shkOEiAXU5pec6e,0.679,0.548,0,-7.495,1,0.0298,0.234,0.0,0.189,0.413,115.954,155909,4
sicko mode,travis scott,42,2018,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,4
walk it talk it,migos featuring drake,43,2018,6n4U3TlzUGhdSFbUUhTvLP,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147,4
gucci gang,lil pump,44,2018,43ZyHQITOjhciSUUNPVRHc,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889,124056,4
him & i,g-eazy & halsey,45,2018,5k38wzpLb15YgncyWdTZE4,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,268867,4
in my blood,shawn mendes,46,2018,2QZ7WLBE8h2y1Y5Fb8RYbH,0.622,0.712,5,-7.321,1,0.066,0.0573,0.0,0.13,0.487,140.025,211360,4
all the stars,kendrick lamar & sza,47,2018,3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4
stir fry,migos,48,2018,2UVbBKQOdFAekPTRsnkzcf,0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,190288,4
too good at goodbyes,sam smith,49,2018,3VlbOrM6nYPprVvzBZllE5,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,201000,4
