,song_name,artist,location_at_chart,year_of_billboard,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,tracks_popularity,entered_biilboard,release_year
408,(dream),salvia palth,,,39iczvfNkZstM8KY8dNDFC,0.328,0.301,0,-13.283,1,0.0366,0.926,0.825,0.118,0.167,147.398,84741,4,75,,2013.0
409,La Romana,Bad Bunny,,,1khmgu0pveJbkbpbkyvcQv,0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,300579,4,77,,2018.0
410,Don't Come Out The House (with 21 Savage),Metro Boomin,,,2Grb4G6t9VIqo6moKUloom,0.87,0.35,1,-6.082,1,0.277,0.00661,0.000483,0.108,0.175,74.963,168347,4,72,,2018.0
411,The Beach,The Neighbourhood,,,2u0CelO5c81XS7z3dGpHbS,0.245,0.64,2,-7.426,0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,255133,4,78,,2015.0
412,Legends,Juice WRLD,,,1Knctxx9vGZxpZfF66BIEa,0.594,0.798,4,-5.244,1,0.0844,0.115,0.0,0.143,0.381,142.049,191840,4,74,,2018.0
413,PRBLMS,6LACK,,,4AtZRwSR8BOTTQg5ihSggt,0.417,0.58,9,-4.574,1,0.207,0.0307,1.45e-06,0.179,0.139,68.58,246773,5,73,,2016.0
414,Dead and Cold,SadBoyProlific,,,33LizV83s7z1gwtmLiKlmv,0.622,0.467,2,-9.889,0,0.568,0.872,2.15e-06,0.0931,0.716,87.967,89625,5,76,,2018.0
415,Sedona,Houndmouth,,,2MQhTbX792AT6YyzwLz9dt,0.394,0.654,3,-8.243,1,0.0346,0.0404,6.96e-05,0.112,0.264,135.188,239881,4,69,,2015.0
416,Money,Cardi B,,,2GGMabyHXnJmjY6CXhhB2e,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,183527,4,74,,2018.0
417,Sunflower,Rex Orange County,,,7h2nmmoWDi2UpfYKLKWLYB,0.548,0.765,6,-4.463,1,0.0525,0.646,0.00378,0.522,0.573,129.933,252231,4,76,,2017.0
418,Still Beating,Mac DeMarco,,,4LpUpiYoZ2M3Z1kmhn4EQo,0.709,0.496,1,-10.528,0,0.0417,0.581,0.191,0.151,0.469,78.477,181587,4,74,,2017.0
419,Cocaine Jesus,Rainbow Kitten Surprise,,,0ZAbupc7jAQpG9IxojQ3s3,0.822,0.362,2,-7.462,1,0.0411,0.16,0.0,0.313,0.159,119.903,229667,4,72,,2015.0
420,Lte,$uicideboy$,,,6GB3N6bDucdHThFVDCBcCv,0.783,0.494,1,-7.647,1,0.0522,0.0701,0.578,0.123,0.038,106.009,133747,4,73,,2015.0
421,If We Have Each Other,Alec Benjamin,,,7pT6WSg4PCt4mr5ZFyUfsF,0.656,0.577,10,-5.566,0,0.0802,0.698,0.0,0.296,0.861,173.094,181522,4,77,,2018.0
422,Hot N*gga,Bobby Shmurda,,,19gEmPjfqSZT0ulDRfjl0m,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.0562,0.18,167.879,194561,4,74,,2014.0
423,"Living Life, In The Night",Cheriimoya,,,2kx5sQgmjYug0GiDh1a4sU,0.624,0.499,0,-9.962,0,0.0495,0.82,0.0,0.12,0.298,143.249,122517,4,84,,2018.0
424,Television / So Far So Good,Rex Orange County,,,27rZYxE4l21wTaovX4WTnI,0.403,0.505,5,-7.75,1,0.0463,0.592,0.0,0.121,0.32,164.902,262600,4,77,,2017.0
425,Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,,,1j6kDJttn6wbVyMaM42Nxm,0.485,0.72,6,-5.991,1,0.127,0.0123,0.0,0.0546,0.0471,207.982,126960,4,73,,2015.0
426,You're Welcome,Dwayne Johnson,,,6U4VqEHy4n5VeiH4pQPL24,0.788,0.745,5,-7.072,1,0.258,0.29,0.0,0.0373,0.672,135.278,163893,4,73,,2016.0
427,Tattoos,Tyler Childers,,,1XcxubL4Y4U4gxLeIbb8VM,0.333,0.457,9,-7.295,1,0.0307,0.241,0.0399,0.16,0.279,172.143,203360,4,70,,2017.0
428,Dive - Recorded At Sound Stage Nashville,Luke Combs,,,2VWBdFsDJVGlRTdz4PvYwy,0.742,0.363,1,-8.188,1,0.0282,0.671,1.43e-06,0.145,0.351,130.921,260863,3,72,,2018.0
429,20 Something,SZA,,,4h6ViRoztTBpWcJ1zFT9Zg,0.569,0.299,11,-8.603,1,0.275,0.739,0.0,0.054,0.505,81.049,198160,4,73,,2017.0
430,Jingle Bells,Frank Sinatra,,,4KV9bM7a1KDc7b7OakFZic,0.706,0.383,8,-11.44,1,0.0342,0.758,0.0,0.0608,0.87,86.997,122160,4,76,,2017.0
431,Noticed,Lil Mosey,,,7zLYKWcXnYeHHWidalz7rj,0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992,165000,4,76,,2018.0
432,Myself,NAV,,,05nbZ1xxVNwUTcGwLbp7CN,0.749,0.398,5,-7.44,0,0.171,0.648,1.26e-06,0.115,0.0859,80.032,226040,4,72,,2017.0
433,i wanna be your girlfriend,girl in red,,,5PjdC2gMATetx5xdnwGUu7,0.541,0.382,7,-14.323,1,0.035,0.0215,0.000836,0.304,0.343,155.901,204991,4,78,,2018.0
434,Session 32,Summer Walker,,,2ktg2oZDyFAX3iY1QNkXl5,0.574,0.123,1,-13.959,1,0.196,0.894,0.00111,0.118,0.117,115.431,98027,3,75,,2018.0
435,Wild as You,Cody Johnson,,,4IZOdhEvXYWqh5XAXYzBk3,0.461,0.65,11,-5.372,1,0.0293,0.187,0.0,0.111,0.488,149.873,186067,4,70,,2016.0
436,I've Got My Love To Keep Me Warm,Ella Fitzgerald,,,1KIJSvzRZzo8ehDTPOXKru,0.514,0.635,0,-4.622,1,0.0694,0.662,0.0,0.204,0.715,110.561,191440,4,70,,2016.0
437,idfc,blackbear,,,6y6jbcPG4Yn3Du4moXaenr,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,245172,4,76,,2015.0
438,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,,,55n9yjI6qqXh5F2mYvUc2y,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,247160,4,80,,2017.0
439,Imitadora,Romeo Santos,,,6r46lnXFbE9fr2d3KNaGbe,0.737,0.709,8,-6.889,0,0.045,0.333,0.0,0.289,0.556,125.997,234829,4,78,,2017.0
440,Consideration,Rihanna,,,6t90Z9XkdsHD8xMxro6KRP,0.883,0.584,7,-2.102,0,0.0465,0.0392,4.39e-06,0.0869,0.784,144.975,161067,4,74,,2016.0
441,Apparently,J. Cole,,,5O59s7bCgTFsXDXlWecyQ1,0.802,0.544,5,-9.212,1,0.0686,0.605,0.0,0.102,0.57,133.992,292865,4,72,,2014.0
442,These Days,mike.,,,5tsI3xxDHDgzHhn30LTQNz,0.815,0.364,2,-11.158,1,0.375,0.533,3.52e-05,0.108,0.328,129.937,268566,4,72,,2015.0
443,This Is Home,Cavetown,,,7s8VgA8OjvwBUuigKzEGBx,0.811,0.266,7,-12.478,1,0.0406,0.56,1.05e-06,0.0962,0.211,130.044,226073,4,74,,2015.0
444,Walls Could Talk,Halsey,,,5ln5yQdUywVbf8HhFsOcd6,0.626,0.423,1,-6.035,1,0.0513,0.128,0.0,0.18,0.571,95.162,101790,4,78,,2017.0
445,All I Ask,Adele,,,05TOt5Vz4StdjMpEdFPlvB,0.591,0.28,4,-5.494,1,0.0283,0.889,0.0,0.124,0.348,141.916,271800,4,73,,2015.0
446,Mercury: Retrograde,Ghostemane,,,0UKzG4fJ1LXf6DInew5vcV,0.826,0.816,2,-7.345,1,0.345,0.0581,0.00938,0.0593,0.43,156.995,124539,4,75,,2017.0
447,YOSEMITE,Travis Scott,,,7lAK3oHbfEnvUQWosrMMpR,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,150043,4,75,,2018.0
448,Play Date,Melanie Martinez,,,4DpNNXFMMxQEKl7r0ykkWA,0.68,0.729,5,-5.077,1,0.0475,0.612,0.0,0.224,0.446,123.97,179867,4,79,,2015.0
449,Bodak Yellow,Cardi B,,,6KBYefIoo7KydImq1uUQlL,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,223713,4,73,,2018.0
450,ASTROTHUNDER,Travis Scott,,,4MXhiYIRDMGAuvZc5IFTwC,0.7,0.46,4,-8.111,0,0.0661,0.142,4.81e-05,0.111,0.286,151.901,142969,4,75,,2018.0
451,Black Skinhead,Kanye West,,,722tgOgdIbNe3BEyLnejw4,0.766,0.809,1,-6.123,1,0.279,0.0011,0.0,0.168,0.325,130.127,188013,4,75,,2013.0
452,Faneto,Chief Keef,,,7EcE5yCPVZaZut1JqowbcI,0.849,0.755,1,-7.4,0,0.363,0.346,0.0,0.0564,0.393,144.188,206655,4,71,,2015.0
453,Millionaire,Chris Stapleton,,,68JS5SFTnW5Yv9Vzw81Jf0,0.616,0.474,10,-9.608,1,0.0266,0.192,0.00762,0.0989,0.493,142.689,210133,4,72,,2017.0
454,Sports,Beach Bunny,,,77G0k1La0c5Dw8bAFANcyp,0.231,0.877,9,-5.278,1,0.0574,0.000653,0.026,0.0694,0.524,186.142,164165,4,73,,2018.0
455,Steal My Girl,One Direction,,,2Bs4jQEGMycglOfWPBqrVG,0.536,0.768,10,-5.948,0,0.0347,0.00433,0.0,0.114,0.545,77.217,228133,4,81,,2014.0
456,Jukebox Joints (feat. Joe Fox & Kanye West),A$AP Rocky,,,2gAGWaK4wvt2xrFUlR4mK8,0.284,0.803,2,-5.293,0,0.173,0.302,0.0,0.242,0.553,67.536,323960,4,72,,2015.0
457,Way down We Go,KALEO,,,0y1QJc3SJVPKJ1OvFmFqe6,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707,4,81,,2016.0
458,Mama Cry,YNW Melly,,,2fSW54bA6x2iWePU7rpCiP,0.543,0.492,7,-7.432,1,0.156,0.0739,0.0,0.11,0.107,220.099,231298,4,73,,2018.0
459,Thru Your Phone,Cardi B,,,74cVJfmK18rhWnscIpGXjt,0.837,0.549,0,-5.722,1,0.167,0.17,0.0,0.057,0.209,121.954,188524,4,72,,2018.0
460,Dance Her Home,Cody Johnson,,,2g3vpJiqwswGJbUOSkCWqC,0.674,0.892,0,-3.771,1,0.0293,0.205,0.0,0.694,0.889,114.048,174680,4,70,,2014.0
461,The Race,Tay-K,,,3wGXyJGsCf1myH5MooQIqE,0.766,0.606,9,-6.064,1,0.456,0.00266,0.0,0.166,0.352,160.223,140000,4,72,,2017.0
462,Sodium,BONES,,,5oo7lrBwuD4dVfJbBLyVyI,0.747,0.32,4,-15.49,0,0.0848,0.224,0.89,0.0727,0.103,121.032,115392,4,74,,2015.0
463,Brown Noise,Brown Noise for Babies,,,3qdGhfS5yIyqXMNtmJov6o,0.0,2.01e-05,5,-15.776,1,0.0,0.0,0.0,0.0,0.0,0.0,73887,0,74,,2016.0
464,A Pearl,Mitski,,,7fd3aMiuwHWKsTdZafjOfZ,0.295,0.637,8,-4.043,1,0.0288,0.0496,0.0236,0.112,0.221,84.551,156146,4,76,,2018.0
465,One Night Only,Sonder,,,74fQgHleHZ4V7Gm1XYcGkj,0.874,0.402,4,-5.786,1,0.0691,0.263,0.00094,0.147,0.764,119.99,195910,4,72,,2018.0
466,Candles,Juice WRLD,,,1wa6QQsdSE3X2GbRljGpFk,0.715,0.574,7,-6.236,1,0.0817,0.373,0.0,0.174,0.337,157.0,183703,4,72,,2018.0
467,Rescue,Lauren Daigle,,,7r9kOxiNDnkAg5QKqtyjVk,0.293,0.237,6,-8.17,1,0.0284,0.78,0.0,0.11,0.108,92.935,215613,4,74,,2018.0
468,So High,Doja Cat,,,1yvSMyZn27M4wEslpSvB0D,0.621,0.585,10,-5.632,0,0.0457,0.12,1.91e-06,0.05,0.668,132.004,199747,4,71,,2014.0
469,Casper,Takeoff,,,1B4gJRq61xTs6r1O0Uq2iY,0.921,0.607,1,-7.397,1,0.209,0.525,1.12e-06,0.123,0.753,140.071,197079,4,73,,2018.0
470,New Flesh,Current Joys,,,6HJxxqHWMdidwTVZmZWeHU,0.62,0.594,9,-16.066,1,0.0383,0.887,0.5,0.0917,0.698,165.861,167987,4,73,,2013.0
471,Blue Ain't Your Color,Keith Urban,,,6wycnu8FWXsj68ig7BEot9,0.69,0.416,7,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45,230600,3,70,,2016.0
472,SKELETONS,Travis Scott,,,6NMtzpDQBTOfJwMzgMX0zl,0.46,0.686,0,-5.948,0,0.0367,0.00146,0.0,0.375,0.252,148.054,145588,4,74,,2018.0
473,Body Like A Back Road,Sam Hunt,,,7mldq42yDuxiUNn08nvzHO,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938,165387,4,72,,2017.0
474,Something to Talk About,Koe Wetzel,,,7ptJYMKI7Y1iWdqEZtBMGE,0.612,0.934,9,-5.124,0,0.0663,0.049,0.0,0.103,0.293,130.006,204352,4,69,,2017.0
475,I Want You,Mitski,,,7FHj19QQigvMH1onMYRNLn,0.339,0.292,3,-11.294,1,0.0348,0.514,0.0,0.0713,0.0655,131.702,183792,3,74,,2013.0
476,Relax,Vacations,,,5TuTHrKzN6NweeQaKkBNb7,0.471,0.881,11,-4.483,0,0.0467,0.0588,0.000378,0.26,0.544,169.898,158573,4,73,,2016.0
477,Lucky You (feat. Joyner Lucas),Eminem,,,60SdxE8apGAxMiRrpbmLY0,0.876,0.786,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.068,244679,4,76,,2018.0
478,Calling My Spirit,Kodak Black,,,2MShy1GSSgbmGUxADNIao5,0.91,0.366,1,-9.954,1,0.0941,0.0996,0.0,0.261,0.74,119.985,152000,4,71,,2018.0
479,Training Wheels,Melanie Martinez,,,3EGW6TGGbdk6Ys1Y3HU3lj,0.571,0.481,9,-7.179,1,0.0444,0.697,0.0,0.089,0.0807,113.753,205680,4,75,,2015.0
480,"Soldier, Poet, King",The Oh Hellos,,,3xtiXNDbSKxy20I7D6vFUg,0.347,0.758,8,-7.753,1,0.0706,0.031,0.000659,0.109,0.484,117.959,165674,4,74,,2015.0
481,Wish - Trippie Mix,Diplo,,,6IpvkngH89cA3hhPC84Leg,0.561,0.832,9,-7.661,1,0.0717,0.232,0.0,0.107,0.666,93.991,176874,4,71,,2018.0
482,O Pana!,$uicideboy$,,,0cQvicmQo8syJ2Zv8aYDfN,0.797,0.504,0,-6.538,1,0.114,0.0199,2.46e-05,0.198,0.178,114.994,128418,4,71,,2016.0
483,Down Below,Roddy Ricch,,,4SWWe2OYC4mqf40Gc2RSdl,0.926,0.454,6,-9.932,1,0.0732,0.036,0.000422,0.0896,0.34,119.969,224002,4,74,,2018.0
484,Man Of The Year,ScHoolboy Q,,,5SsR3wtCOafDmZgvIdRhSm,0.749,0.865,3,-5.228,1,0.0413,0.00536,0.0,0.198,0.371,111.914,216013,4,72,,2014.0
485,Photograph,Ed Sheeran,,,1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4,86,,2014.0
486,bellyache,Billie Eilish,,,51NFxnQvaosfDDutk0tams,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,179172,4,79,,2017.0
487,Crooked Smile (feat. TLC),J. Cole,,,5gFoAVTN9YlM9uJCrFZtgl,0.606,0.784,7,-6.293,1,0.268,0.435,0.0,0.689,0.48,80.985,278573,4,71,,2013.0
488,Girls Need Love,Summer Walker,,,644rGY6maSElnKVsAg1gJj,0.645,0.418,6,-10.065,0,0.29,0.558,0.0003,0.562,0.123,96.963,140760,4,75,,2018.0
489,Stay Ready (What A Life),Jhené Aiko,,,5nkUIVKqOqdpB6ApKgEMkv,0.347,0.493,8,-11.548,0,0.29,0.455,0.00366,0.127,0.308,82.887,382760,4,73,,2013.0
490,151 Rum,JID,,,22WV03i2lBbwNVCE1g671p,0.756,0.867,7,-3.626,1,0.162,0.155,0.00285,0.33,0.666,129.983,156780,4,72,,2018.0
491,Greatest Love Story,LANCO,,,2yQZwi1P8AkkxxFhQ8rMEK,0.669,0.617,10,-8.72,1,0.057,0.401,0.0,0.119,0.621,147.992,222573,4,70,,2018.0
492,Doves In The Wind (feat. Kendrick Lamar),SZA,,,593W4qZOwwdqF6YnimJjL6,0.693,0.713,10,-4.489,0,0.351,0.343,0.0,0.102,0.615,137.335,266080,4,72,,2017.0
493,Custer,Slipknot,,,3GiJq4AQK7324mfIQbpiTf,0.407,0.98,7,-1.58,1,0.107,0.00174,0.000112,0.119,0.537,131.066,254467,4,75,,2014.0
494,Sweet Creature,Harry Styles,,,5kRPPEWFJIMox5qIkQkiz5,0.427,0.262,7,-8.541,1,0.0276,0.746,0.0,0.068,0.228,104.085,224867,4,76,,2017.0
495,Tear in My Heart,Twenty One Pilots,,,3bnVBN67NBEzedqQuWrpP4,0.655,0.632,2,-4.802,1,0.0489,0.0189,0.0,0.0722,0.447,120.113,188493,4,75,,2015.0
496,Nunca Es Suficiente,Los Ángeles Azules,,,63USmok1OioBzKuWGW9wAg,0.789,0.518,2,-5.417,0,0.0406,0.398,0.0,0.0891,0.78,94.001,266213,4,68,,2018.0
497,NUMB,XXXTENTACION,,,01TnVDiet1DFTsyWKUKovl,0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,186268,4,76,,2018.0
498,Kiss It Better,Rihanna,,,0UHB9METy4VCXNgkcGqHqS,0.619,0.806,3,-4.8,0,0.0483,0.272,0.0,0.0671,0.877,95.0,253080,4,78,,2016.0
499,Doses & Mimosas,Cherub,,,44CZRkOxv7UItaAUmh8PgN,0.775,0.655,5,-7.333,1,0.102,0.114,0.00016,0.035,0.346,114.503,323253,4,70,,2014.0
500,Propuesta Indecente,Romeo Santos,,,5PycBIeabfvX3n9ILG7Vrv,0.757,0.632,2,-6.83,1,0.0549,0.499,0.0,0.0723,0.742,122.936,235133,4,79,,2014.0
501,"You’re A Mean One, Mr. Grinch",Lindsey Stirling,,,6TXAjof8V0Gr4zFoY00zHR,0.567,0.695,9,-4.896,0,0.0559,0.134,0.0,0.177,0.424,107.934,166133,4,70,,2018.0
502,IV. Sweatpants,Childish Gambino,,,3x4I4nRuZp5NdtGvCPw6Ms,0.712,0.463,1,-9.33,0,0.143,0.152,0.0,0.642,0.593,80.029,180675,4,71,,2013.0
503,Slow Dance In A Parking Lot,Jordan Davis,,,6MBUUSIWCzaXW4q58Ktrv9,0.523,0.837,7,-4.494,1,0.0335,0.301,0.0,0.172,0.523,82.006,193929,4,70,,2018.0
504,Cocaine and Whiskey,Them Dirty Roses,,,74jX68ir4Gjpll6osaaRUK,0.623,0.591,8,-4.958,1,0.0422,0.104,0.0,0.123,0.628,136.089,206449,4,70,,2017.0
505,Paint,The Paper Kites,,,6uHvbKL0Yi37AuvNRmUfMw,0.364,0.308,4,-13.052,1,0.0402,0.895,0.0023,0.123,0.387,73.328,191773,4,74,,2013.0
506,Planez,Jeremih,,,08zJpaUQVi9FrKv2e32Bah,0.688,0.556,6,-7.738,1,0.264,0.7,1.87e-06,0.108,0.416,129.336,240320,4,71,,2015.0
507,Hard Times,Paramore,,,0w5Bdu51Ka25Pf3hojsKHh,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,182693,4,75,,2017.0
508,Friends,Vacations,,,0jYfN0oxUjdYmAifDBORz9,0.585,0.802,11,-6.352,0,0.0294,0.000204,0.246,0.0779,0.393,89.92,152360,4,74,,2016.0
509,No Other Heart,Mac DeMarco,,,2aaCNg42RA74s0EmHTBqS7,0.67,0.684,2,-7.47,1,0.0242,0.513,0.0103,0.126,0.852,94.261,173118,4,75,,2015.0
510,Happier,Ed Sheeran,,,2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.236,89.792,207520,4,81,,2017.0
511,Crazy Story,Only The Family,,,5i0eJv1DzuyhaYnro4wTKg,0.833,0.496,11,-8.827,1,0.436,0.00999,1.99e-05,0.126,0.148,156.932,146752,4,70,,2018.0
512,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,,,6wWaVoUOzLQJHd3bWAUpdZ,0.753,0.686,1,-5.415,0,0.284,0.0677,0.0,0.193,0.886,132.055,194732,4,72,,2018.0
513,Last Memory,Takeoff,,,1fvCggAYrW0VtCljtqv4h2,0.854,0.708,1,-5.805,0,0.244,0.175,0.0,0.241,0.172,118.032,162133,4,70,,2018.0
514,I'll Be Home For Christmas,Pentatonix,,,5P5rUzjpgTkZeQbr0CVdsZ,0.602,0.493,8,-6.907,1,0.0308,0.103,0.0,0.119,0.487,112.979,207560,3,69,,2017.0
515,Top Off,Gunna,,,0HCnj7pfrvshnocOJUFeit,0.906,0.395,1,-11.277,1,0.206,0.0103,0.000195,0.117,0.376,146.056,197420,4,72,,2018.0
516,The Way,Ariana Grande,,,06EL94D0TA27Ik0Ke5usbj,0.645,0.877,5,-3.208,0,0.113,0.294,0.0,0.0759,0.861,82.324,227027,4,69,,2013.0
517,STARGAZING,Travis Scott,,,7wBJfHzpfI3032CSD7CE2m,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,270715,4,76,,2018.0
518,Coaster,Khalid,,,39KG4kom3enSx4GTThuDGt,0.441,0.219,8,-14.586,1,0.0419,0.935,0.0,0.115,0.244,94.021,199120,4,73,,2017.0
519,RampartRange,BONES,,,3IgjZRkRFAWflrCxRimOoL,0.847,0.407,0,-9.236,0,0.332,0.00303,9.76e-05,0.109,0.476,170.109,98717,4,71,,2014.0
520,Dead Batteries,$uicideboy$,,,00UDmkyejOcUApEqpiB90i,0.874,0.633,5,-8.214,1,0.0453,0.0398,0.000106,0.0927,0.602,123.994,143221,4,71,,2015.0
521,Tired,beabadoobee,,,6F5mZpEEjhsAW8UEqbIpz1,0.63,0.418,7,-7.111,0,0.0254,0.483,0.15,0.111,0.345,140.037,199515,4,74,,2018.0
522,Snap Out Of It,Arctic Monkeys,,,0NdTUS4UiNYCNn5FgVqKQY,0.728,0.638,5,-6.455,0,0.0336,0.249,0.0,0.116,0.872,130.014,193030,4,81,,2013.0
523,bitches broken hearts,Billie Eilish,,,5t3Vk8bRKylx4fjj7qlbib,0.778,0.422,0,-10.114,1,0.0482,0.921,0.00924,0.0958,0.187,120.033,176472,4,76,,2018.0
524,Talk Too Much,COIN,,,4djIFfof5TpbSGRZUpsTXq,0.598,0.888,4,-5.119,1,0.0807,0.00947,0.0,0.347,0.482,103.966,187133,4,71,,2017.0
525,Sober,Childish Gambino,,,6YuFv5d7iGeNnFMu6xphZl,0.701,0.591,0,-6.646,1,0.0301,0.0979,2.53e-05,0.551,0.423,98.056,252013,4,72,,2014.0
526,Energy,Drake,,,79XrkTOfV1AqySNjVlygpW,0.747,0.571,11,-7.916,1,0.478,0.38,0.0,0.534,0.553,172.104,181933,4,73,,2015.0
527,Thinking with My Dick (feat. Juicy J),Kevin Gates,,,1ojBtNRMzjL7ptLPZCzfRz,0.77,0.699,0,-6.59,1,0.199,0.0596,1.65e-05,0.17,0.696,81.003,165315,4,70,,2013.0
528,Amorfoda,Bad Bunny,,,68QcquxCS39cQGTsRrJWIR,0.749,0.418,9,-7.925,0,0.0587,0.985,0.000126,0.0832,0.307,147.887,153887,3,80,,2018.0
529,Kids,Current Joys,,,3pyyGVqWvRMq43qtJBzxe0,0.828,0.66,6,-9.669,1,0.0337,0.508,0.403,0.0755,0.904,113.45,269143,4,73,,2015.0
530,Still into You,Paramore,,,1yjY7rpaAQvKwpdUliHx0d,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,216013,4,79,,2013.0
531,FEEL NOTHING,The Plot In You,,,4xDwCYhobDehSBGUmd5H6Y,0.448,0.825,4,-5.307,0,0.0621,0.00353,0.0,0.108,0.226,144.17,216827,4,76,,2018.0
532,What They Want,Russ,,,3pndPhlQWjuSoXhcIIdBjv,0.71,0.404,1,-10.04,0,0.379,0.484,0.0,0.0953,0.398,139.553,165853,4,73,,2017.0
533,Immortals,Fall Out Boy,,,3Te8uLyit6X3ncNW8Fp3K2,0.616,0.868,2,-3.606,1,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,189387,4,75,,2015.0
534,Soy Peor,Bad Bunny,,,1JxhrUWZjuI8AOjDJ1JpMN,0.808,0.611,0,-3.221,0,0.0663,0.683,0.00638,0.114,0.172,116.011,257384,4,78,,2016.0
535,Sold Out Dates (feat. Lil Baby),Gunna,,,55WLWX71YkHt2tSucNIf1g,0.817,0.556,4,-7.178,0,0.14,0.469,0.0,0.131,0.314,126.991,166368,4,72,,2018.0
536,River,Leon Bridges,,,3hhbDnFUb2bicI2df6VurK,0.635,0.184,8,-10.785,1,0.0456,0.665,0.0,0.146,0.177,128.424,240200,4,74,,2015.0
537,Robbers,The 1975,,,06cCziAHtDg6pcsidZHu03,0.621,0.702,4,-6.845,1,0.0295,0.000332,1.49e-05,0.322,0.374,99.808,254510,4,71,,2013.0
538,Always Remember Us This Way,Lady Gaga,,,2rbDhOo9Fh61Bbu23T2qCk,0.553,0.502,0,-5.972,1,0.0409,0.299,0.0,0.764,0.296,129.976,210200,4,83,,2018.0
539,The Weekend - Funk Wav Remix,SZA,,,0P6AWOA4LG1XOctzaVu5tt,0.775,0.573,11,-4.933,1,0.0585,0.495,0.0,0.126,0.667,101.925,171806,4,74,,2017.0
540,3 Nights,Dominic Fike,,,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,177667,4,76,,2018.0
541,Harvest Moon,$uicideboy$,,,1ejyx2kXWFY6QuYHu7yOyD,0.641,0.677,6,-7.948,1,0.225,0.491,7.72e-05,0.185,0.503,74.986,136998,4,70,,2015.0
542,E,Matt Mason,,,1XBGTp6OqwYaYhemH3aMKT,0.657,0.736,9,-7.73,0,0.0768,0.0817,0.0,0.302,0.379,113.96,228827,4,70,,2017.0
543,2002,Anne-Marie,,,2BgEsaKNfHUdlh97KmvFyo,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,186987,4,83,,2018.0
544,Vagabond,Caamp,,,2R3I5DiDf8bLz2QjrPmUpk,0.571,0.399,4,-11.92,1,0.0364,0.766,0.0146,0.0926,0.612,141.932,129464,4,71,,2016.0
545,Losing My Mind,Baby Smoove,,,2JMW1iCKgPnSqbVVhHR6wI,0.73,0.44,1,-13.748,0,0.229,0.0867,0.0,0.104,0.077,94.982,182335,4,69,,2018.0
546,III. Urn,Childish Gambino,,,1wYIv0ySOwjMFWLOtrgtbo,0.59,0.446,0,-12.759,0,0.0731,0.621,0.00235,0.0731,0.399,140.081,73387,4,74,,2013.0
547,Heart Mind,Kodak Black,,,2OPxM2L3KtuehqY24vTMGs,0.921,0.641,1,-6.491,1,0.166,0.0274,0.0,0.0645,0.828,144.986,203840,4,72,,2017.0
548,Slime Belief,YoungBoy Never Broke Again,,,2qGfZAgDe1pV2y5xJAhi6R,0.748,0.578,9,-5.72,1,0.194,0.257,0.0,0.13,0.166,140.016,192606,4,69,,2018.0
549,Language,Paperboy Fabe,,,4RnvS1tmh1ERhjXX6dxv95,0.62,0.721,4,-5.538,0,0.0887,0.0422,0.0075,0.563,0.77,169.904,150361,4,71,,2017.0
550,I Feel Like I'm Drowning,Two Feet,,,3aauaXWRgwCMoykMbI0Jq1,0.717,0.577,8,-5.436,1,0.0491,0.708,0.00428,0.0899,0.235,104.927,185520,3,79,,2018.0
